Date,Maximum,Minimum,Average,Departure,HDD,CDD,Precipitation,New Snow,Snow Depth
2023-02-28,32,20,26,3.8,39,0,T,T,12
2023-02-27,32,4,18,-3.7,47,0,0,0,12
2023-02-26,44,3,23.5,2.3,41,0,0,0,12
2023-02-25,28,9,18.5,-2.3,46,0,0,0,12
2023-02-24,26,3,14.5,-5.8,50,0,0.13,0.9,12
2023-02-23,35,-1,17,-2.9,48,0,0.1,0.6,11
2023-02-22,44,27,35.5,16,29,0,T,T,11
2023-02-21,37,25,31,11.9,34,0,0,0,12
2023-02-20,34,25,29.5,10.8,35,0,T,T,13
2023-02-19,28,-4,12,-6.3,53,0,0,0,13
2023-02-18,6,-19,-6.5,-24.4,71,0,0,0,14
2023-02-17,13,-21,-4,-21.5,69,0,0,0,14
2023-02-16,17,-11,3,-14.2,62,0,0,0,14
2023-02-15,28,9,18.5,1.6,46,0,T,0.2,14
2023-02-14,14,-13,0.5,-16.1,64,0,T,0.3,15
2023-02-13,15,-15,0,-16.3,65,0,0,0,15
2023-02-12,7,-20,-6.5,-22.5,71,0,0,0,15
2023-02-11,4,-22,-9,-24.7,74,0,0,0,15
2023-02-10,24,-22,1,-14.5,64,0,0,0,15
2023-02-09,21,-11,5,-10.2,60,0,0.05,0.6,15
2023-02-08,13,-11,1,-14,64,0,0,0,15
2023-02-07,29,-11,9,-5.8,56,0,0,0,15
2023-02-06,34,10,22,7.4,43,0,T,T,15
2023-02-05,11,-9,1,-13.4,64,0,0,0,16
2023-02-04,3,-21,-9,-23.3,74,0,T,T,17
2023-02-03,8,-23,-7.5,-21.6,72,0,0,0,17
2023-02-02,8,-18,-5,-19,70,0,0,0,17
2023-02-01,2,-21,-9.5,-23.3,74,0,0,0,17
2023-01-31,20,-20,0,-13.7,65,0,0.12,1.6,18
2023-01-30,30,17,23.5,9.9,41,0,0.24,5.8,18
2023-01-29,29,16,22.5,9,42,0,0.06,0.5,13
2023-01-28,26,14,20,6.7,45,0,0.12,1.6,12
2023-01-27,18,2,10,-3.2,55,0,0,0,10
2023-01-26,19,-3,8,-5.1,57,0,0,0,10
2023-01-25,17,0,8.5,-4.5,56,0,T,0.2,10
2023-01-24,22,-4,9,-4,56,0,0,0,10
2023-01-23,19,1,10,-2.9,55,0,0,0,10
2023-01-22,18,8,13,0.2,52,0,0,0,10
2023-01-21,14,-2,6,-6.7,59,0,T,T,10
2023-01-20,11,-11,0,-12.6,65,0,0,0,10
2023-01-19,26,-12,7,-5.5,58,0,0,0,10
2023-01-18,28,17,22.5,10,42,0,0,0,10
2023-01-17,36,14,25,12.6,40,0,0.01,0.3,10
2023-01-16,32,14,23,10.7,42,0,0.03,0.3,10
2023-01-15,38,-2,18,5.7,47,0,0,0,10
2023-01-14,17,-2,7.5,-4.7,57,0,0,0,10
2023-01-13,25,-1,12,-0.1,53,0,0,0,10
2023-01-12,30,3,16.5,4.4,48,0,0.14,0.6,10
2023-01-11,40,27,33.5,21.5,31,0,T,0.4,10
2023-01-10,38,0,19,7,46,0,T,T,9
2023-01-09,15,-4,5.5,-6.4,59,0,0,0,9
2023-01-08,32,-5,13.5,1.6,51,0,0,0,9
2023-01-07,24,2,13,1.2,52,0,0,0,9
2023-01-06,19,0,9.5,-2.3,55,0,T,T,9
2023-01-05,25,-2,11.5,-0.3,53,0,0,0,9
2023-01-04,26,15,20.5,8.7,44,0,0,0,9
2023-01-03,36,14,25,13.2,40,0,0.05,0.7,9
2023-01-02,42,22,32,20.2,33,0,0,0,10
2023-01-01,38,29,33.5,21.7,31,0,0.39,3.1,10
2022-12-31,35,-6,14.5,2.7,50,0,0.34,2.3,9
2022-12-30,24,-7,8.5,-3.3,56,0,T,T,7
2022-12-29,41,14,27.5,15.6,37,0,0,0,7
2022-12-28,45,6,25.5,13.5,39,0,0,0,7
2022-12-27,37,6,21.5,9.5,43,0,0,0,7
2022-12-26,40,15,27.5,15.4,37,0,0,0,8
2022-12-25,28,9,18.5,6.2,46,0,0,0,8
2022-12-24,16,-9,3.5,-8.9,61,0,0,0,8
2022-12-23,11,-11,0,-12.5,65,0,0,0,8
2022-12-22,31,-8,11.5,-1.2,53,0,0.2,1,8
2022-12-21,10,-15,-2.5,-15.4,67,0,0,0,8
2022-12-20,4,-23,-9.5,-22.6,74,0,0,0,8
2022-12-19,2,-25,-11.5,-24.8,76,0,0,0,8
2022-12-18,6,-25,-9.5,-23.1,74,0,0,0,8
2022-12-17,10,-19,-4.5,-18.3,69,0,0,0,8
2022-12-16,18,-12,3,-11.1,62,0,0,0,8
2022-12-15,25,-5,10,-4.4,55,0,0,0,8
2022-12-14,17,7,12,-2.7,53,0,T,T,8
2022-12-13,28,4,16,1,49,0,0.42,3.8,9
2022-12-12,23,-2,10.5,-4.9,54,0,0,0,6
2022-12-11,23,-7,8,-7.8,57,0,0,0,6
2022-12-10,18,-11,3.5,-12.6,61,0,0,0,6
2022-12-09,30,-13,8.5,-8,56,0,0,0,7
2022-12-08,22,3,12.5,-4.5,52,0,0.07,1.4,7
2022-12-07,29,0,14.5,-2.9,50,0,0,0,7
2022-12-06,39,19,29,11.2,36,0,0.53,8.8,9
2022-12-05,44,20,32,13.7,33,0,0.01,T,T
2022-12-04,20,6,13,-5.8,52,0,0.1,1.8,2
2022-12-03,34,-5,14.5,-4.7,50,0,0.03,0.6,1
2022-12-02,48,30,39,19.3,26,0,T,T,T
2022-12-01,34,10,22,1.8,43,0,0,0,T
2022-11-30,20,-2,9,-11.7,56,0,0,0,1
2022-11-29,37,18,27.5,6.3,37,0,0.08,1.3,2
2022-11-28,35,24,29.5,7.8,35,0,0,0,T
2022-11-27,39,3,21,-1.2,44,0,0,0,T
2022-11-26,39,2,20.5,-2.3,44,0,0,0,T
2022-11-25,36,2,19,-4.3,46,0,0,0,T
2022-11-24,34,-2,16,-7.8,49,0,0,0,T
2022-11-23,38,-3,17.5,-6.8,47,0,T,T,T
2022-11-22,37,-3,17,-7.8,48,0,0,0,T
2022-11-21,35,-3,16,-9.3,49,0,0,0,T
2022-11-20,30,-5,12.5,-13.4,52,0,0,0,T
2022-11-19,27,-4,11.5,-14.9,53,0,0,0,T
2022-11-18,32,11,21.5,-5.4,43,0,T,T,T
2022-11-17,25,8,16.5,-10.9,48,0,0,0,T
2022-11-16,26,0,13,-14.9,52,0,0,0,1
2022-11-15,31,15,23,-5.3,42,0,0.35,0.9,1
2022-11-14,45,12,28.5,-0.3,36,0,T,T,T
2022-11-13,33,1,17,-12.3,48,0,0,0,T
2022-11-12,31,1,16,-13.8,49,0,0,0,T
2022-11-11,32,8,20,-10.2,45,0,0.07,1.1,1
2022-11-10,59,17,38,7.3,27,0,0.16,1.8,2
2022-11-09,59,19,39,7.9,26,0,0,0,T
2022-11-08,60,19,39.5,7.9,25,0,0,0,T
2022-11-07,35,21,28,-4,37,0,T,T,T
2022-11-06,42,27,34.5,2.1,30,0,0.07,0.6,1
2022-11-05,33,22,27.5,-5.3,37,0,0,0,T
2022-11-04,43,23,33,-0.2,32,0,0.09,0.5,1
2022-11-03,57,26,41.5,7.8,23,0,0,0,0
2022-11-02,55,18,36.5,2.4,28,0,0,0,0
2022-11-01,53,18,35.5,1,29,0,0,0,0
2022-10-31,52,17,34.5,-0.3,30,0,T,T,0
2022-10-30,49,15,32,-3.2,33,0,0,0,0
2022-10-29,47,14,30.5,-5.1,34,0,0,0,T
2022-10-28,38,15,26.5,-9.5,38,0,0,0,T
2022-10-27,42,22,32,-4.4,33,0,0.19,2.1,2
2022-10-26,37,27,32,-4.8,33,0,0.05,0.8,1
2022-10-25,32,26,29,-8.2,36,0,T,0,0
2022-10-24,42,25,33.5,-4,31,0,0.1,T,0
2022-10-23,62,26,44,6.1,21,0,0.37,0,0
2022-10-22,64,23,43.5,5.2,21,0,0,0,0
2022-10-21,68,20,44,5.3,21,0,0,0,0
2022-10-20,68,19,43.5,4.4,21,0,0,0,0
2022-10-19,65,18,41.5,2,23,0,0,0,0
2022-10-18,64,19,41.5,1.6,23,0,0,0,0
2022-10-17,63,21,42,1.7,23,0,0,0,0
2022-10-16,65,25,45,4.3,20,0,0,0,0
2022-10-15,66,19,42.5,1.4,22,0,0,0,0
2022-10-14,61,20,40.5,-1,24,0,0,0,0
2022-10-13,64,27,45.5,3.6,19,0,0,0,0
2022-10-12,63,25,44,1.7,21,0,0,0,0
2022-10-11,64,26,45,2.3,20,0,0,0,0
2022-10-10,66,25,45.5,2.4,19,0,0,0,0
2022-10-09,66,24,45,1.5,20,0,0,0,0
2022-10-08,63,26,44.5,0.6,20,0,0,0,0
2022-10-07,67,29,48,3.6,17,0,0,0,0
2022-10-06,66,28,47,2.2,18,0,T,0,0
2022-10-05,59,28,43.5,-1.7,21,0,0.01,0,0
2022-10-04,59,36,47.5,1.9,17,0,0.11,0,0
2022-10-03,62,38,50,4,15,0,0.03,0,0
2022-10-02,56,40,48,1.5,17,0,0.14,0,0
2022-10-01,59,34,46.5,-0.4,18,0,0.33,0,0
2022-09-30,70,37,53.5,6.2,11,0,0.03,0,0
2022-09-29,74,42,58,10.3,7,0,0,0,0
2022-09-28,71,33,52,3.8,13,0,0,0,0
2022-09-27,76,31,53.5,4.9,11,0,0,0,0
2022-09-26,74,30,52,3,13,0,0,0,0
2022-09-25,72,28,50,0.6,15,0,0,0,0
2022-09-24,70,28,49,-0.8,16,0,0,0,0
2022-09-23,68,39,53.5,3.3,11,0,T,0,0
2022-09-22,71,43,57,6.4,8,0,0.16,0,0
2022-09-21,73,35,54,3,11,0,0,0,0
2022-09-20,78,32,55,3.6,10,0,0,0,0
2022-09-19,78,32,55,3.3,10,0,0,0,0
2022-09-18,73,32,52.5,0.4,12,0,T,0,0
2022-09-17,58,39,48.5,-4,16,0,0.16,0,0
2022-09-16,64,36,50,-2.8,15,0,0.06,0,0
2022-09-15,67,45,56,2.8,9,0,0.08,0,0
2022-09-14,78,34,56,2.5,9,0,0,0,0
2022-09-13,79,31,55,1.1,10,0,0,0,0
2022-09-12,79,28,53.5,-0.7,11,0,0,0,0
2022-09-11,72,32,52,-2.5,13,0,0,0,0
2022-09-10,82,28,55,0.2,10,0,0,0,0
2022-09-09,84,44,64,8.9,1,0,0,0,0
2022-09-08,88,39,63.5,8.1,1,0,0,0,0
2022-09-07,88,40,64,8.3,1,0,0,0,0
2022-09-06,89,40,64.5,8.5,0,0,0,0,0
2022-09-05,88,40,64,7.7,1,0,0,0,0
2022-09-04,87,40,63.5,6.9,1,0,0,0,0
2022-09-03,86,44,65,8.2,0,0,T,0,0
2022-09-02,83,43,63,5.9,2,0,0,0,0
2022-09-01,84,39,61.5,4.2,3,0,0,0,0
2022-08-31,83,41,62,4.4,3,0,0,0,0
2022-08-30,81,40,60.5,2.7,4,0,0,0,0
2022-08-29,75,37,56,-2.1,9,0,0.02,0,0
2022-08-28,72,38,55,-3.3,10,0,0,0,0
2022-08-27,72,42,57,-1.5,8,0,0.07,0,0
2022-08-26,77,47,62,3.2,3,0,0.05,0,0
2022-08-25,82,45,63.5,4.5,1,0,0,0,0
2022-08-24,78,41,59.5,0.3,5,0,0,0,0
2022-08-23,78,41,59.5,0.1,5,0,0.09,0,0
2022-08-22,69,49,59,-0.7,6,0,0.44,0,0
2022-08-21,75,47,61,1.1,4,0,0.01,0,0
2022-08-20,77,47,62,1.9,3,0,0,0,0
2022-08-19,81,45,63,2.7,2,0,0,0,0
2022-08-18,79,42,60.5,0,4,0,0.01,0,0
2022-08-17,66,43,54.5,-6.2,10,0,0.2,0,0
2022-08-16,76,54,65,4.1,0,0,0.1,0,0
2022-08-15,85,55,70,8.9,0,5,0.28,0,0
2022-08-14,83,47,65,3.8,0,0,0,0,0
2022-08-13,86,51,68.5,7.1,0,4,0,0,0
2022-08-12,91,47,69,7.4,0,4,0,0,0
2022-08-11,90,52,71,9.2,0,6,0,0,0
2022-08-10,89,47,68,6.1,0,3,0,0,0
2022-08-09,84,43,63.5,1.4,1,0,0,0,0
2022-08-08,83,49,66,3.7,0,1,0,0,0
2022-08-07,86,48,67,4.6,0,2,0,0,0
2022-08-06,87,49,68,5.5,0,3,0.11,0,0
2022-08-05,85,52,68.5,5.8,0,4,0.01,0,0
2022-08-04,80,47,63.5,0.7,1,0,0,0,0
2022-08-03,79,53,66,3.1,0,1,0.26,0,0
2022-08-02,79,51,65,2,0,0,0,0,0
2022-08-01,82,47,64.5,1.4,0,0,T,0,0
2022-07-31,82,48,65,1.8,0,0,T,0,0
2022-07-30,79,45,62,-1.3,3,0,0,0,0
2022-07-29,85,47,66,2.6,0,1,0.02,0,0
2022-07-28,85,49,67,3.6,0,2,0,0,0
2022-07-27,82,47,64.5,1,0,0,0,0,0
2022-07-26,80,46,63,-0.5,2,0,0,0,0
2022-07-25,68,52,60,-3.5,5,0,0.12,0,0
2022-07-24,84,49,66.5,3,0,2,0.02,0,0
2022-07-23,88,51,69.5,6,0,5,0,0,0
2022-07-22,85,45,65,1.5,0,0,0,0,0
2022-07-21,80,46,63,-0.5,2,0,0.02,0,0
2022-07-20,82,49,65.5,2,0,1,0.02,0,0
2022-07-19,85,51,68,4.6,0,3,0.29,0,0
2022-07-18,88,54,71,7.6,0,6,0,0,0
2022-07-17,76,47,61.5,-1.8,3,0,0.23,0,0
2022-07-16,84,53,68.5,5.3,0,4,0,0,0
2022-07-15,84,54,69,5.9,0,4,0.24,0,0
2022-07-14,85,51,68,5,0,3,0.01,0,0
2022-07-13,83,44,63.5,0.6,1,0,0,0,0
2022-07-12,84,45,64.5,1.8,0,0,0,0,0
2022-07-11,87,45,66,3.4,0,1,0.05,0,0
2022-07-10,89,46,67.5,5.1,0,3,0.04,0,0
2022-07-09,85,47,66,3.7,0,1,0,0,0
2022-07-08,77,45,61,-1.1,4,0,0,0,0
2022-07-07,75,46,60.5,-1.4,4,0,T,0,0
2022-07-06,76,51,63.5,1.7,1,0,0.11,0,0
2022-07-05,83,49,66,4.4,0,1,0,0,0
2022-07-04,80,45,62.5,1.1,2,0,0.5,0,0
2022-07-03,79,48,63.5,2.3,1,0,0,0,0
2022-07-02,73,45,59,-1.9,6,0,0,0,0
2022-07-01,65,46,55.5,-5.2,9,0,0,0,0
2022-06-30,80,51,65.5,5,0,1,0.92,0,0
2022-06-29,81,43,62,1.7,3,0,0,0,0
2022-06-28,79,39,59,-1.1,6,0,0,0,0
2022-06-27,72,38,55,-4.8,10,0,T,0,0
2022-06-26,76,43,59.5,-0.1,5,0,0.18,0,0
2022-06-25,71,38,54.5,-4.8,10,0,0,0,0
2022-06-24,79,44,61.5,2.4,3,0,0.13,0,0
2022-06-23,81,42,61.5,2.6,3,0,0,0,0
2022-06-22,77,37,57,-1.6,8,0,0,0,0
2022-06-21,71,30,50.5,-7.9,14,0,0,0,0
2022-06-20,77,42,59.5,1.4,5,0,0,0,0
2022-06-19,80,47,63.5,5.6,1,0,0.08,0,0
2022-06-18,83,53,68,10.4,0,3,0,0,0
2022-06-17,86,42,64,6.6,1,0,0,0,0
2022-06-16,70,34,52,-5.1,13,0,0,0,0
2022-06-15,76,32,54,-2.8,11,0,0,0,0
2022-06-14,83,45,64,7.4,1,0,0,0,0
2022-06-13,86,43,64.5,8.2,0,0,0,0,0
2022-06-12,86,43,64.5,8.4,0,0,0,0,0
2022-06-11,86,42,64,8.2,1,0,0,0,0
2022-06-10,81,39,60,4.5,5,0,0,0,0
2022-06-09,79,43,61,5.7,4,0,0,0,0
2022-06-08,75,34,54.5,-0.5,10,0,0,0,0
2022-06-07,69,35,52,-2.7,13,0,0,0,0
2022-06-06,73,45,59,4.6,6,0,0,0,0
2022-06-05,74,42,58,3.9,7,0,0,0,0
2022-06-04,72,33,52.5,-1.4,12,0,0,0,0
2022-06-03,72,33,52.5,-1.1,12,0,0,0,0
2022-06-02,66,31,48.5,-4.8,16,0,0,0,0
2022-06-01,61,32,46.5,-6.5,18,0,T,0,0
2022-05-31,49,28,38.5,-14.2,26,0,T,T,0
2022-05-30,61,35,48,-4.4,17,0,0,0,0
2022-05-29,73,40,56.5,4.5,8,0,0.11,0,0
2022-05-28,79,36,57.5,5.8,7,0,0,0,0
2022-05-27,74,31,52.5,1.1,12,0,0,0,0
2022-05-26,62,30,46,-5.1,19,0,0,0,0
2022-05-25,51,28,39.5,-11.2,25,0,0,0,0
2022-05-24,53,36,44.5,-5.9,20,0,0,0,0
2022-05-23,52,36,44,-6.1,21,0,0.04,0,0
2022-05-22,49,28,38.5,-11.2,26,0,0,0,T
2022-05-21,33,27,30,-19.4,35,0,0.14,4.5,5
2022-05-20,72,27,49.5,0.5,15,0,0.16,3.1,3
2022-05-19,72,33,52.5,3.8,12,0,0,0,0
2022-05-18,74,39,56.5,8.2,8,0,T,0,0
2022-05-17,76,35,55.5,7.6,9,0,0,0,0
2022-05-16,74,33,53.5,5.9,11,0,0,0,0
2022-05-15,69,34,51.5,4.3,13,0,0,0,0
2022-05-14,63,28,45.5,-1.3,19,0,0,0,0
2022-05-13,55,28,41.5,-5,23,0,0,0,0
2022-05-12,78,35,56.5,10.4,8,0,0,0,0
2022-05-11,73,31,52,6.2,13,0,0,0,0
2022-05-10,68,28,48,2.6,17,0,0,0,0
2022-05-09,68,35,51.5,6.5,13,0,0.12,0,0
2022-05-08,72,37,54.5,9.8,10,0,0,0,0
2022-05-07,72,37,54.5,10.2,10,0,0,0,0
2022-05-06,62,38,50,6,15,0,0,0,0
2022-05-05,49,32,40.5,-3.2,24,0,T,T,T
2022-05-04,64,31,47.5,4.2,17,0,0.16,0.2,T
2022-05-03,56,27,41.5,-1.5,23,0,0.1,0,0
2022-05-02,64,35,49.5,6.8,15,0,0.4,0,0
2022-05-01,60,26,43,0.6,22,0,0,0,0
2022-04-30,47,27,37,-5.1,28,0,T,0,0
2022-04-29,66,29,47.5,5.7,17,0,0,0,0
2022-04-28,67,26,46.5,5,18,0,0,0,0
2022-04-27,64,28,46,4.8,19,0,0,0,0
2022-04-26,48,20,34,-6.9,31,0,0,0,0
2022-04-25,44,27,35.5,-5.2,29,0,0,0,0
2022-04-24,42,29,35.5,-4.9,29,0,T,T,T
2022-04-23,70,30,50,9.8,15,0,0.12,2,2
2022-04-22,70,27,48.5,8.6,16,0,0,0,0
2022-04-21,61,24,42.5,2.8,22,0,0,0,0
2022-04-20,67,32,49.5,10,15,0,0,0,0
2022-04-19,65,23,44,4.7,21,0,0,0,0
2022-04-18,51,24,37.5,-1.5,27,0,0,0,0
2022-04-17,56,31,43.5,4.7,21,0,0,0,0
2022-04-16,53,23,38,-0.6,27,0,0,0,0
2022-04-15,45,24,34.5,-3.9,30,0,0,0,0
2022-04-14,26,15,20.5,-17.7,44,0,0,0,0
2022-04-13,26,9,17.5,-20.6,47,0,0.2,T,2
2022-04-12,53,16,34.5,-3.4,30,0,0.25,2.8,3
2022-04-11,39,26,32.5,-5.2,32,0,0,0,0
2022-04-10,62,25,43.5,6,21,0,0.02,0,0
2022-04-09,58,16,37,-0.3,28,0,0,0,0
2022-04-08,47,16,31.5,-5.6,33,0,0,0,0
2022-04-07,36,15,25.5,-11.4,39,0,0,0,T
2022-04-06,44,20,32,-4.7,33,0,T,T,T
2022-04-05,53,32,42.5,6,22,0,0,0,T
2022-04-04,48,20,34,-2.3,31,0,T,T,T
2022-04-03,56,27,41.5,5.5,23,0,0,0,T
2022-04-02,47,20,33.5,-2.3,31,0,0,0,T
2022-04-01,50,20,35,-0.6,30,0,0,0,T
2022-03-31,37,15,26,-9.3,39,0,T,T,2
2022-03-30,42,27,34.5,-0.6,30,0,T,T,4
2022-03-29,63,25,44,9.2,21,0,0,0,5
2022-03-28,53,21,37,2.5,28,0,0,0,6
2022-03-27,53,21,37,2.8,28,0,0,0,6
2022-03-26,54,18,36,2.1,29,0,0,0,9
2022-03-25,42,16,29,-4.6,36,0,0,0,12
2022-03-24,37,10,23.5,-9.7,41,0,0,0,13
2022-03-23,33,7,20,-12.9,45,0,0,0,13
2022-03-22,35,10,22.5,-10,42,0,T,0.2,13
2022-03-21,40,26,33,0.9,32,0,T,T,13
2022-03-20,30,12,21,-10.7,44,0,0,0,13
2022-03-19,29,3,16,-15.3,49,0,0,0,13
2022-03-18,35,0,17.5,-13.4,47,0,0,0,13
2022-03-17,36,25,30.5,0,34,0,0.06,0.3,14
2022-03-16,36,10,23,-7,42,0,0,0,14
2022-03-15,37,4,20.5,-9.1,44,0,0,0,14
2022-03-14,40,16,28,-1.1,37,0,0,0,15
2022-03-13,36,-7,14.5,-14.2,50,0,0,0,15
2022-03-12,29,-7,11,-17.2,54,0,0,0,16
2022-03-11,18,-24,-3,-30.7,68,0,0,0,16
2022-03-10,28,1,14.5,-12.7,50,0,0.02,T,17
2022-03-09,24,-10,7,-19.7,58,0,0,0,17
2022-03-08,22,-16,3,-23.2,62,0,0,0,17
2022-03-07,29,4,16.5,-9.2,48,0,0.02,0.2,17
2022-03-06,36,10,23,-2.2,42,0,0.02,0.2,18
2022-03-05,32,13,22.5,-2.2,42,0,0.1,3.6,20
2022-03-04,23,0,11.5,-12.7,53,0,0,0,17
2022-03-03,26,-3,11.5,-12.2,53,0,0,0,17
2022-03-02,23,-6,8.5,-14.7,56,0,0,0,17
2022-03-01,17,-12,2.5,-20.2,62,0,0,0,17
2022-02-28,8,-13,-2.5,-24.7,67,0,0,0,17
2022-02-27,12,-24,-6,-27.7,71,0,0,0,17
2022-02-26,20,-17,1.5,-19.7,63,0,0,0,18
2022-02-25,19,-4,7.5,-13.3,57,0,0,0,19
2022-02-24,24,5,14.5,-5.8,50,0,0.13,1.4,19
2022-02-23,20,12,16,-3.9,49,0,0.43,7,17
2022-02-22,37,11,24,4.5,41,0,0.16,2.2,13
2022-02-21,44,14,29,9.9,36,0,0,0,13
2022-02-20,26,-2,12,-6.7,53,0,0,0,13
2022-02-19,27,-1,13,-5.3,52,0,0,0,14
2022-02-18,26,5,15.5,-2.4,49,0,0,0,14
2022-02-17,32,-4,14,-3.5,51,0,0.1,0.7,14
2022-02-16,32,10,21,3.8,44,0,0.1,1.7,15
2022-02-15,17,-8,4.5,-12.4,60,0,0,0,13
2022-02-14,15,-15,0,-16.6,65,0,0,0,13
2022-02-13,15,-16,-0.5,-16.8,65,0,0,0,13
2022-02-12,40,-12,14,-2,51,0,0.12,2.2,13
2022-02-11,36,13,24.5,8.8,40,0,0,0,12
2022-02-10,25,9,17,1.5,48,0,0,0,12
2022-02-09,17,-10,3.5,-11.7,61,0,0,0,12
2022-02-08,14,-16,-1,-16,66,0,0,0,13
2022-02-07,26,-16,5,-9.8,60,0,T,0.8,13
2022-02-06,7,-24,-8.5,-23.1,73,0,0,0,13
2022-02-05,6,-24,-9,-23.4,74,0,0,0,13
2022-02-04,1,-26,-12.5,-26.8,77,0,0,0,13
2022-02-03,15,-28,-6.5,-20.6,71,0,0,0,13
2022-02-02,17,-9,4,-10,61,0,T,0.4,13
2022-02-01,20,-16,2,-11.8,63,0,0,0,13
2022-01-31,-1,-31,-16,-29.7,81,0,0,0,13
2022-01-30,0,-30,-15,-28.6,80,0,0,0,13
2022-01-29,2,-28,-13,-26.5,78,0,0,0,13
2022-01-28,20,-21,-0.5,-13.8,65,0,0.01,0.3,13
2022-01-27,6,-15,-4.5,-17.7,69,0,T,T,13
2022-01-26,24,-18,3,-10.1,62,0,0.01,0.5,13
2022-01-25,12,-11,0.5,-12.5,64,0,0.19,2.5,13
2022-01-24,10,-16,-3,-16,68,0,0,0,11
2022-01-23,14,-11,1.5,-11.4,63,0,0,0,11
2022-01-22,26,0,13,0.2,52,0,0.02,0.5,11
2022-01-21,20,8,14,1.3,51,0,0,0,10
2022-01-20,18,-1,8.5,-4.1,56,0,T,T,10
2022-01-19,13,-5,4,-8.5,61,0,0,0,10
2022-01-18,11,-12,-0.5,-13,65,0,0,0,10
2022-01-17,10,-15,-2.5,-14.9,67,0,0,0,10
2022-01-16,22,-13,4.5,-7.8,60,0,0,0,10
2022-01-15,29,-3,13,0.7,52,0,0.03,0.6,10
2022-01-14,13,-2,5.5,-6.7,59,0,0,0,10
2022-01-13,11,-8,1.5,-10.6,63,0,0,0,10
2022-01-12,6,-16,-5,-17.1,70,0,0,0,10
2022-01-11,5,-17,-6,-18,71,0,0,0,10
2022-01-10,15,-17,-1,-13,66,0,0,0,10
2022-01-09,38,-8,15,3.1,50,0,0,0,11
2022-01-08,45,26,35.5,23.6,29,0,T,T,11
2022-01-07,44,26,35,23.2,30,0,0,0,11
2022-01-06,36,27,31.5,19.7,33,0,0,0,12
2022-01-05,33,-3,15,3.2,50,0,0.08,0.4,12
2022-01-04,-3,-24,-13.5,-25.3,78,0,0,0,12
2022-01-03,2,-26,-12,-23.8,77,0,0,0,13
2022-01-02,17,-23,-3,-14.8,68,0,0,0,13
2022-01-01,23,12,17.5,5.7,47,0,0.33,2.2,14
2021-12-31,29,21,25,13.2,40,0,0.29,3.4,13
2021-12-30,25,12,18.5,6.7,46,0,T,T,9
2021-12-29,25,8,16.5,4.6,48,0,0.11,2.3,10
2021-12-28,28,10,19,7,46,0,0.05,0.8,10
2021-12-27,32,3,17.5,5.5,47,0,0.06,0.8,11
2021-12-26,34,1,17.5,5.4,47,0,0.12,2.1,12
2021-12-25,37,9,23,10.7,42,0,0.23,2.3,10
2021-12-24,40,25,32.5,20.1,32,0,0.82,8.1,8
2021-12-23,39,8,23.5,11,41,0,0,0,T
2021-12-22,42,-7,17.5,4.8,47,0,0,0,T
2021-12-21,29,-4,12.5,-0.4,52,0,0,0,T
2021-12-20,26,-8,9,-4.1,56,0,0,0,T
2021-12-19,24,-9,7.5,-5.8,57,0,0,0,T
2021-12-18,27,-9,9,-4.6,56,0,0,0,T
2021-12-17,27,-8,9.5,-4.3,55,0,0,0,T
2021-12-16,35,14,24.5,10.4,40,0,0,0,T
2021-12-15,34,12,23,8.6,42,0,0,0,T
2021-12-14,41,3,22,7.3,43,0,0,0,T
2021-12-13,42,0,21,6,44,0,0,0,1
2021-12-12,41,3,22,6.6,43,0,0.14,1.1,1
2021-12-11,23,-2,10.5,-5.3,54,0,0,0,0
2021-12-10,32,12,22,5.9,43,0,0.13,0.9,1
2021-12-09,39,31,35,18.5,30,0,0.02,T,T
2021-12-08,44,12,28,11,37,0,0,0,0
2021-12-07,40,17,28.5,11.1,36,0,0,0,0
2021-12-06,52,10,31,13.2,34,0,0,0,0
2021-12-05,53,21,37,18.7,28,0,0,0,0
2021-12-04,51,10,30.5,11.7,34,0,0,0,0
2021-12-03,54,11,32.5,13.3,32,0,0,0,0
2021-12-02,55,12,33.5,13.8,31,0,0,0,0
2021-12-01,50,16,33,12.8,32,0,0,0,0
2021-11-30,56,13,34.5,13.8,30,0,0,0,0
2021-11-29,54,12,33,11.8,32,0,0,0,0
2021-11-28,45,12,28.5,6.8,36,0,0,0,0
2021-11-27,44,13,28.5,6.3,36,0,0,0,0
2021-11-26,38,7,22.5,-0.3,42,0,0,0,0
2021-11-25,38,5,21.5,-1.8,43,0,T,T,0
2021-11-24,52,10,31,7.2,34,0,0.01,0.3,T
2021-11-23,51,7,29,4.7,36,0,0,0,0
2021-11-22,44,10,27,2.2,38,0,0,0,0
2021-11-21,45,18,31.5,6.2,33,0,0,0,0
2021-11-20,51,30,40.5,14.6,24,0,T,T,0
2021-11-19,42,14,28,1.6,37,0,T,T,0
2021-11-18,35,3,19,-7.9,46,0,0,0,0
2021-11-17,55,12,33.5,6.1,31,0,0,0,0
2021-11-16,60,35,47.5,19.6,17,0,0,0,0
2021-11-15,57,27,42,13.7,23,0,0,0,0
2021-11-14,55,25,40,11.2,25,0,0,0,0
2021-11-13,49,35,42,12.7,23,0,0,0,0
2021-11-12,42,35,38.5,8.7,26,0,T,T,0
2021-11-11,42,26,34,3.8,31,0,T,0,0
